rsi
0.096552
0.138584
0.139142
0.142308
0.144778
0.149316
0.153026
0.163582
0.165338
0.174884
0.17562
0.176962
0.183876
0.184446
0.185424
0.186678
0.189044
0.189044
0.19003
0.190473
0.191419
0.195891
0.198609
0.198758
0.198907
0.200023
0.200138
0.201463
0.204156
0.206541
0.207896
0.208065
0.208999
0.209981
0.212784
0.213149
0.214041
0.214586
0.215941
0.216673
0.216673
0.216673
0.216673
0.217057
0.217294
0.220732
0.22224
0.222475
0.222475
0.223033
0.224541
0.225665
0.226845
0.228353
0.230018
0.230117
0.231084
0.231795
0.233751
0.234701
0.235932
0.237208
0.237208
0.237766
0.237903
0.238158
0.239667
0.241732
0.241943
0.24229
0.242372
0.242372
0.242893
0.242983
0.244437
0.244437
0.244437
0.245945
0.245945
0.2462
0.2462
0.246896
0.247316
0.247515
0.247922
0.249988
0.249988
0.249988
0.249988
0.250381
0.250381
0.250397
0.250397
0.251922
0.253001
0.253838
0.255484
0.25575
0.25575
0.256296
0.256308
0.256308
0.256308
0.257469
0.257469
0.257472
0.257472
0.257472
0.257472
0.257472
0.257472
0.257861
0.259369
0.259389
0.259535
0.259535
0.259535
0.259535
0.260489
0.260914
0.260914
0.261043
0.261043
0.261043
0.261043
0.261043
0.261043
0.261496
0.261496
0.261993
0.261993
0.26283
0.26401
0.264602
0.266465
0.267019
0.267019
0.267019
0.268531
0.268854
0.269538
0.269646
0.269646
0.270035
0.270035
0.270096
0.270096
0.270096
0.271312
0.272162
0.272162
0.272162
0.27238
0.27238
0.272938
0.272938
0.273557
0.273557
0.273557
0.27367
0.27367
0.273888
0.274062
0.274099
0.274114
0.274114
0.274118
0.274118
0.274122
0.27462
0.275453
0.275453
0.276011
0.276011
0.276011
0.276011
0.276165
0.27618
0.277519
0.277519
0.277688
0.277688
0.277688
0.278638
0.278638
0.278638
0.278638
0.279205
0.281575
0.282549
0.282549
0.282662
0.282662
0.28311
0.28311
0.283649
0.283656
0.283656
0.283664
0.283664
0.283664
0.283664
0.283664
0.283664
0.283664
0.283805
0.283842
0.284792
0.284792
0.285565
0.285565
0.286665
0.28668
0.28745
0.287716
0.287861
0.287954
0.28808
0.288123
0.288274
0.288274
0.289368
0.290194
0.290299
0.290299
0.290299
0.290732
0.290768
0.290768
0.291863
0.292099
0.292099
0.292099
0.292099
0.292657
0.292657
0.292657
0.292657
0.292657
0.292657
0.292657
0.292657
0.292657
0.292657
0.292657
0.292657
0.292657
0.292657
0.292798
0.292814
0.293371
0.293371
0.293371
0.293607
0.294165
0.294165
0.294205
0.2949
0.29516
0.295961
0.296276
0.297824
0.297824
0.297824
0.297824
0.297824
0.297824
0.297824
0.297824
0.29881
0.299368
0.299368
0.299761
0.29993
0.30084
0.30084
0.301434
0.301995
0.301995
0.302829
0.302829
0.302942
0.302942
0.302942
0.302942
0.302942
0.302942
0.302942
0.302942
0.302942
0.303248
0.303387
0.303387
0.303387
0.303387
0.303892
0.304745
0.305287
0.305453
0.305453
0.305549
0.305861
0.306776
0.306816
0.306816
0.306816
0.306816
0.306816
0.306816
0.306832
0.306832
0.306832
0.306832
0.306961
0.306961
0.306961
0.306961
0.306969
0.306969
0.30739
0.30739
0.30739
0.30739
0.30739
0.30739
0.307782
0.307782
0.307803
0.308324
0.308324
0.308918
0.308918
0.308918
0.308918
0.308918
0.308918
0.308918
0.30929
0.309455
0.309493
0.310963
0.310963
0.310963
0.311356
0.311545
0.311934
0.312937
0.312937
0.312937
0.312937
0.312937
0.312965
0.313338
0.314453
0.314453
0.314453
0.314453
0.314837
0.315824
0.315824
0.315824
0.315824
0.315824
0.315953
0.315953
